"原因","作物","藥劑","防治對象數","成分逐一判定","作物歸類","人工確認(是/否)","備註"
"近似作物名","豆菜類","賽速安勃","3","THIAMETHOXAM=近似作物名待確認(標準有近似名:其他豆菜類(刀豆、毛豆、花豆、扁豆、豇豆、菜豆、萊豆、豌豆、樹豆、翼豆、蠶豆、鷹嘴豆除外)) | CHLORANTRANILIPROLE=通用列待確認(標準有通用列:其他十字花科包葉菜類(甘藍、青花菜除外)、其他小葉菜類(十字花科小葉菜類、不結球萵苣、半結球萵苣、芹菜、菠菜、葉用豌豆、白鳳菜、芳香萬壽菊、青蔥、枸杞葉、紅鳳菜、韭菜、韭菜花、韭黃、香椿、茼蒿、蒜、龍鬚菜、闊包菊除外)、其他小漿果類(草莓、黑莓、蔓越莓、藍莓、覆盆子、葡萄除外)、其他瓜果類(洋香瓜、香瓜除外)、其他瓜菜類(胡瓜除外)、其他果菜類(甜椒、番茄、辣椒除外)、其他根莖菜類(胡蘿蔔、豆薯、狗尾草根、闊葉大豆根、蘿蔔除外)、其他堅果類(杏仁、美洲胡桃除外)、其他梨果類(李、杏、油桃、桃、梅、梨、蘋果、櫻桃除外)、其他麥類(大麥、小麥除外)、其他雜糧類(高粱除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+豆菜類","",""
"近似作物名","豆菜類","賽普護汰寧","1","CYPRODINIL=近似作物名待確認(標準有近似名:其他豆菜類(毛豆、花豆(鮮)、扁豆、豇豆(鮮)、菜豆、萊豆、豌豆、樹豆(鮮)、翼豆、蠶豆(鮮)、鷹嘴豆除外)) | FLUDIOXONIL=近似作物名待確認(標準有近似名:其他豆菜類(毛豆、刀豆、花豆(鮮)、扁豆、豇豆(鮮)、菜豆、萊豆、豌豆、樹豆(鮮)、翼豆、蠶豆(鮮)、鷹嘴豆除外))","MRL 同名+豆菜類","",""
"近似作物名","豆菜類","賽滅淨","1","CYROMAZINE=近似作物名待確認(標準有近似名:其他豆菜類(萊豆除外))","MRL 同名+豆菜類","",""
"通用列","豆薯","伏寄普","1","FLUAZIFOP-P-BUTYL=通用列待確認(標準有通用列:其他根莖菜類(馬鈴薯除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+根莖菜類","",""
"通用列","豆薯","百滅寧","1","PERMETHRIN=通用列待確認(標準有通用列:其他包葉菜類(甘藍及結球萵苣除外)、其他根莖菜類(蘆筍除外)、其他乾豆類(棉籽、葵花籽除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+根莖菜類","",""
"近似作物名","亞麻","白克列","1","BOSCALID=近似作物名待確認(標準有近似名:亞麻籽)","乾豆類","",""
"通用列","亞麻","貝芬得","1","CARBENDAZIM=通用列待確認(標準有通用列:其他小漿果類(草莓及葡萄除外)、其他果菜類(洛神葵除外)、其他柑桔類(檸檬除外)、其他香辛植物(果實)(胡椒除外)、其他核果類(芒果除外)、其他乾豆類(油菜籽、落花生、大豆除外)、其他堅果類(澳洲胡桃除外)、其他梨果類(印度棗及櫻桃除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*) | METIRAM=查無對應(標準與免訂清單皆無此成分(法規狀態未定,已去函食藥署))","乾豆類","",""
"通用列","亞麻","氟殺克敏","1","FLUXAPYROXAD=通用列待確認(標準有通用列:其他豆菜類(毛豆除外)、其他乾豆類(大豆、落花生、小扁豆、棉籽、豌豆、油菜籽、葵花籽除外)、其他梨果類(李、杏、油桃、桃、梅、櫻桃除外)) | PYRACLOSTROBIN=通用列待確認(標準有通用列:其他乾豆類(落花生、小扁豆、菜豆、大豆、葵花籽、豌豆除外)、其他堅果類(開心果除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*、其他十字花科小葉菜類(芥菜除外))","乾豆類","",""
"通用列","亞麻","達有龍","1","DIURON=通用列待確認(標準有通用列:其他柑桔類(葡萄柚除外))","乾豆類","",""
"通用列","枇杷","克收欣","1","KRESOXIM-METHYL=通用列待確認(標準有通用列:其他小漿果類(草莓、番石榴除外)、其他梨果類(柿除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+梨果類","",""
"通用列","枇杷","貝芬同","1","CARBENDAZIM=通用列待確認(標準有通用列:其他小漿果類(草莓及葡萄除外)、其他果菜類(洛神葵除外)、其他柑桔類(檸檬除外)、其他香辛植物(果實)(胡椒除外)、其他核果類(芒果除外)、其他乾豆類(油菜籽、落花生、大豆除外)、其他堅果類(澳洲胡桃除外)、其他梨果類(印度棗及櫻桃除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*) | IPRODIONE=有容許量(梨果類 5ppm)","MRL 同名+梨果類","",""
"通用列","枇杷","氟殺克敏","1","FLUXAPYROXAD=通用列待確認(標準有通用列:其他豆菜類(毛豆除外)、其他乾豆類(大豆、落花生、小扁豆、棉籽、豌豆、油菜籽、葵花籽除外)、其他梨果類(李、杏、油桃、桃、梅、櫻桃除外)) | PYRACLOSTROBIN=有容許量(枇杷 1ppm)","MRL 同名+梨果類","",""
"通用列","枇杷","賽洛寧","3","LAMBDA-CYHALOTHRIN=通用列待確認(經對照總表(中文通用名→Cyhalothrin);標準有通用列:其他小葉菜類(蒜除外)、其他核果類(荔枝除外)、其他根莖菜類(山藥、牛蒡、甘藷、芋頭、豆薯、洋蔥、胡蘿蔔、百合鱗莖、紅蔥頭、馬鈴薯、黑皮波羅門參、蒜頭、樹薯、蕎頭、狗尾草根、闊葉大豆根及蘆筍除外)、其他堅果類(胡桃、榛果除外)、其他梨果類(柿除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+梨果類","",""
"近似作物名","果菜類","益達胺","1","IMIDACLOPRID=近似作物名待確認(標準有近似名:其他果菜類(甜椒、金針除外))","MRL 同名+果菜類","",""
"近似作物名","果菜類","馬拉松","2","MALATHION=近似作物名待確認(標準有近似名:其他果菜類(金針除外))","MRL 同名+果菜類","",""
"近似作物名","果菜類","畢芬寧","4","BIFENTHRIN=近似作物名待確認(標準有近似名:其他果菜類(金針、洛神葵除外))","MRL 同名+果菜類","",""
"近似作物名","果菜類","第滅寧","1","DELTAMETHRIN=近似作物名待確認(標準有近似名:其他果菜類(金針除外))","MRL 同名+果菜類","",""
"通用列","油菜","四氯異苯腈","1","CHLOROTHALONIL=通用列待確認(標準有通用列:其他小葉菜類(十字花科小葉菜類除外)、其他小漿果類(草莓、藍莓除外)、其他乾豆類(落花生除外)、其他根莖菜類(人參(鮮)除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"近似作物名","油菜","克凡派","2","CHLORFENAPYR=近似作物名待確認(標準有近似名:油菜籽)","MRL 同名+小葉菜類","",""
"近似作物名","油菜","亞托敏","1","AZOXYSTROBIN=近似作物名待確認(標準有近似名:油菜籽)","MRL 同名+小葉菜類","",""
"近似作物名","油菜","亞滅培","1","ACETAMIPRID=近似作物名待確認(標準有近似名:油菜籽)","MRL 同名+小葉菜類","",""
"近似作物名","油菜","待克利","1","DIFENOCONAZOLE=近似作物名待確認(標準有近似名:油菜籽)","MRL 同名+小葉菜類","",""
"通用列","油菜","賽速安","1","THIAMETHOXAM=通用列待確認(標準有通用列:其他小葉菜類(不結球萵苣、半結球萵苣除外)、其他小漿果類(番石榴、葡萄除外)、其他豆菜類(刀豆、毛豆、花豆、扁豆、豇豆、菜豆、萊豆、豌豆、樹豆、翼豆、蠶豆、鷹嘴豆除外)、其他果菜類(番茄除外)、其他柑桔類(葡萄柚、檸檬除外)、其他梨果類(李、杏、油桃、柿、桃、梅、梨、蘋果、櫻桃除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"近似作物名","狗尾草","可尼丁","2","CLOTHIANIDIN=近似作物名待確認(標準有近似名:狗尾草根)","根莖菜類","",""
"近似作物名","狗尾草","白克列","1","BOSCALID=近似作物名待確認(標準有近似名:狗尾草根)","根莖菜類","",""
"通用列","狗尾草","伏寄普","1","FLUAZIFOP-P-BUTYL=通用列待確認(標準有通用列:其他根莖菜類(馬鈴薯除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","根莖菜類","",""
"近似作物名","狗尾草","因滅汀","1","EMAMECTIN BENZOATE=近似作物名待確認(標準有近似名:狗尾草根)","根莖菜類","",""
"通用列","狗尾草","百滅寧","1","PERMETHRIN=通用列待確認(標準有通用列:其他包葉菜類(甘藍及結球萵苣除外)、其他根莖菜類(蘆筍除外)、其他乾豆類(棉籽、葵花籽除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","根莖菜類","",""
"近似作物名","狗尾草","克凡派","2","CHLORFENAPYR=近似作物名待確認(標準有近似名:狗尾草根)","根莖菜類","",""
"近似作物名","狗尾草","快伏草","1","QUIZALOFOP-P-ETHYL=近似作物名待確認(經對照總表(中文通用名→Quizalofop-ethyl);標準有近似名:狗尾草根)","根莖菜類","",""
"近似作物名","狗尾草","亞滅培","2","ACETAMIPRID=近似作物名待確認(標準有近似名:狗尾草根)","根莖菜類","",""
"近似作物名","狗尾草","氟殺克敏","3","FLUXAPYROXAD=近似作物名待確認(標準有近似名:狗尾草根) | PYRACLOSTROBIN=近似作物名待確認(標準有近似名:狗尾草根)","根莖菜類","",""
"近似作物名","狗尾草","密滅汀","1","MILBEMECTIN=近似作物名待確認(標準有近似名:狗尾草根)","根莖菜類","",""
"近似作物名","狗尾草","得芬諾","1","TEBUFENOZIDE=近似作物名待確認(標準有近似名:狗尾草根)","根莖菜類","",""
"近似作物名","狗尾草","曼普胺","1","MANDIPROPAMID=近似作物名待確認(標準有近似名:狗尾草根)","根莖菜類","",""
"近似作物名","狗尾草","滅芬諾","2","METHOXYFENOZIDE=近似作物名待確認(標準有近似名:狗尾草根)","根莖菜類","",""
"近似作物名","狗尾草","賜派滅","2","SPIROTETRAMAT=近似作物名待確認(標準有近似名:狗尾草根)","根莖菜類","",""
"通用列","玫瑰","白克列","1","BOSCALID=通用列待確認(標準有通用列:其他瓜菜類(南瓜、小黃瓜、胡瓜除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名","",""
"通用列","玫瑰","貝芬硫醌","1","CARBENDAZIM=有容許量(玫瑰 1ppm) | DITHIANON=通用列待確認(標準有通用列:其他核果類(芒果除外))","MRL 同名","",""
"近似作物名","玫瑰","亞滅培","2","ACETAMIPRID=近似作物名待確認(標準有近似名:玫瑰(乾)、玫瑰(鮮))","MRL 同名","",""
"近似作物名","玫瑰","芬普蟎","1","FENPYROXIMATE=近似作物名待確認(標準有近似名:玫瑰(鮮)、玫瑰(乾))","MRL 同名","",""
"近似作物名","玫瑰","益達胺","2","IMIDACLOPRID=近似作物名待確認(標準有近似名:玫瑰(乾)、玫瑰(鮮))","MRL 同名","",""
"近似作物名","玫瑰","畢芬寧","1","BIFENTHRIN=近似作物名待確認(標準有近似名:玫瑰(鮮)、玫瑰(乾))","MRL 同名","",""
"通用列","玫瑰","毆殺松","1","ACEPHATE=通用列待確認(標準有通用列:其他小葉菜類(芹菜除外)、其他包葉菜類(結球萵苣除外)、其他果菜類(甜椒除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名","",""
"近似作物名","玫瑰","賜諾殺","1","SPINOSAD=近似作物名待確認(標準有近似名:玫瑰(乾)、玫瑰(鮮))","MRL 同名","",""
"通用列","玫瑰","賽扶寧","1","CYFLUTHRIN=通用列待確認(標準有通用列:其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名","",""
"通用列","芥菜","毆殺滅","1","OXAMYL=通用列待確認(標準有通用列:其他小葉菜類(芹菜除外)、其他柑桔類(柳橙除外)、其他果菜類(番茄除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","芥菜","賽滅淨","1","CYROMAZINE=通用列待確認(標準有通用列:其他小葉菜類(?結球萵苣、半結球萵苣、芹菜、青蔥、菠菜、茼蒿除外)、其他豆菜類(萊豆除外)、其他包葉菜類(結球萵苣除外)、其他果菜類(甜椒、茄子、枸杞、番茄、辣椒除外))","MRL 同名+小葉菜類","",""
"通用列","芥藍","阿巴汀","1","ABAMECTIN=通用列待確認(標準有通用列:其他小葉菜類(芹菜除外)、其他包葉菜類(十字花科包葉菜類、結球萵苣除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"通用列","芥藍","益達胺","1","IMIDACLOPRID=通用列待確認(標準有通用列:其他小葉菜類(半結球萵苣、不結球萵苣、蒜、蕗蕎及芹菜除外)、其他包葉菜類(結球萵苣除外)、其他豆菜類(毛豆除外)、其他果菜類(甜椒、金針除外)、其他核果類(橄欖除外)、其他根莖菜類(茭白筍、蓮藕、山藥、洋蔥、紅蔥頭、馬鈴薯、黑皮波羅門參、牛蒡、百合鱗莖、竹筍、芋頭、豆薯除外)、其他乾豆類(油菜籽、葵花籽、蓮子、落花生、大豆、芝麻除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+小葉菜類","",""
"近似作物名","花豆","三氟得克利","1","TRIFLOXYSTROBIN=近似作物名待確認(標準有近似名:花豆(乾)、花豆(鮮)) | TEBUCONAZOLE=有容許量(乾豆類 0.5ppm)","乾豆類/豆菜類","",""
"近似作物名","花豆","三氟敏","1","TRIFLOXYSTROBIN=近似作物名待確認(標準有近似名:花豆(乾)、花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","可芬諾","1","CHROMAFENOZIDE=近似作物名待確認(標準有近似名:花豆(乾)、花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","可滅蹤","1","CLOMAZONE=近似作物名待確認(標準有近似名:花豆(鮮)、花豆(乾))","乾豆類/豆菜類","",""
"近似作物名","花豆","四克利","1","TETRACONAZOLE=近似作物名待確認(標準有近似名:花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","四氯異苯腈","1","CHLOROTHALONIL=近似作物名待確認(標準有近似名:花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","白列克敏","1","PYRACLOSTROBIN=近似作物名待確認(標準有近似名:花豆(鮮)) | BOSCALID=近似作物名待確認(標準有近似名:花豆(乾)、花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","百利普芬","1","PYRIPROXYFEN=近似作物名待確認(標準有近似名:花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","克凡派","5","CHLORFENAPYR=近似作物名待確認(標準有近似名:花豆(乾)、花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","快諾芬","1","QUINOXYFEN=近似作物名待確認(標準有近似名:花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","亞托敏","2","AZOXYSTROBIN=近似作物名待確認(標準有近似名:其他豆菜類(刀豆、毛豆、花豆(鮮)、扁豆、豇豆(鮮)、萊豆、菜豆、豌豆、樹豆(鮮)、翼豆、蠶豆(鮮)、鷹嘴豆除外)、花豆(鮮)、花豆(乾))","乾豆類/豆菜類","",""
"近似作物名","花豆","亞滅培","1","ACETAMIPRID=近似作物名待確認(標準有近似名:其他豆菜類(刀豆、毛豆、花豆(鮮)、扁豆、豇豆(鮮)、菜豆、萊豆、豌豆、樹豆(鮮)、翼豆、蠶豆(鮮)、鷹嘴豆除外)、花豆(乾)、花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","阿巴汀","1","ABAMECTIN=近似作物名待確認(標準有近似名:花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","剋安勃","1","CHLORANTRANILIPROLE=近似作物名待確認(標準有近似名:花豆(鮮)、花豆(乾))","乾豆類/豆菜類","",""
"近似作物名","花豆","氟尼胺","1","FLONICAMID=近似作物名待確認(標準有近似名:花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","派滅芬","1","PYDIFLUMETOFEN=近似作物名待確認(標準有近似名:花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","密滅汀","1","MILBEMECTIN=近似作物名待確認(標準有近似名:花豆(鮮)、花豆(乾))","乾豆類/豆菜類","",""
"近似作物名","花豆","速殺氟","1","SULFOXAFLOR=近似作物名待確認(標準有近似名:花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","普拔克","1","PROPAMOCARB HYDROCHLORIDE=近似作物名待確認(標準有近似名:花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","祿芬隆","1","LUFENURON=近似作物名待確認(標準有近似名:花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","達特南","1","DINOTEFURAN=近似作物名待確認(標準有近似名:花豆(乾))","乾豆類/豆菜類","",""
"近似作物名","花豆","達滅芬","1","DIMETHOMORPH=近似作物名待確認(標準有近似名:花豆(乾)、花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","賓克隆","1","PENCYCURON=近似作物名待確認(標準有近似名:花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","賽安勃","2","CYANTRANILIPROLE=近似作物名待確認(標準有近似名:花豆(鮮))","乾豆類/豆菜類","",""
"近似作物名","花豆","賽速安勃","1","THIAMETHOXAM=有容許量(乾豆類 0.02ppm) | CHLORANTRANILIPROLE=近似作物名待確認(標準有近似名:花豆(鮮)、花豆(乾))","乾豆類/豆菜類","",""
"近似作物名","花豆","邁克尼","1","MYCLOBUTANIL=近似作物名待確認(標準有近似名:花豆(鮮))","乾豆類/豆菜類","",""
"通用列","花椰菜","益達胺","1","IMIDACLOPRID=通用列待確認(標準有通用列:其他小葉菜類(半結球萵苣、不結球萵苣、蒜、蕗蕎及芹菜除外)、其他包葉菜類(結球萵苣除外)、其他豆菜類(毛豆除外)、其他果菜類(甜椒、金針除外)、其他核果類(橄欖除外)、其他根莖菜類(茭白筍、蓮藕、山藥、洋蔥、紅蔥頭、馬鈴薯、黑皮波羅門參、牛蒡、百合鱗莖、竹筍、芋頭、豆薯除外)、其他乾豆類(油菜籽、葵花籽、蓮子、落花生、大豆、芝麻除外)、其他(蔬果類)*、其他(穀類)*、其他(茶類)*)","MRL 同名+包葉菜類","",""
